id,corrected_output,aspect_category,ac_polarity
3298,"Food भी बहुत अच्छा है, लेकिन अधिकतर part, यह बस केवल regular food है, कुछ special नहीं।",1,['food']
3658,"हमने back patio में खाया, जो कि इसके लिए cool होने के साथ ही worth है और वहाँ music अच्छा सुनाई देता है।",1,['ambience']
3536,Lunch special पूरी एक steal की है।,1,['price']
91,मैं back जाऊंगा और इसे heartily recommend करूंगा!,1,['anecdotes/miscellaneous']
811,"Place दरअसल empty था, लेकिन ऐसा इसलिए था क्योंकि यह अब तक का first Sunday था जब इसे open किया गया था।",1,['ambience']
2239,इस little place ने मेरे expectations को definitely बढ़ा दिया है और आपको आपके money के बदले पक्का बहुत सारा food मिलेगा।,2,"['price', 'ambience']"
3236,आप sense आएगा कि वहां के people अपने restaurant और आपके experience के बारे में care करते हैं और यह बहुत nice है।,1,['service']
1606,"दोनों delicious हैं, cooks friendly हैं और एक moment के लिए आपसे बात करते हुए और अपना hand shake के लिए तैयार है।",2,"['food', 'service']"
300,मेरे friend ने उनके कुछ अच्छे sushi rolls को order किया जिसका presentation शानदार और taste कमाल का था!,1,['food']
1098,मैं दो बार Roth's में गया और दोनों times बहुत disappointing था।,1,['anecdotes/miscellaneous']
2173,1st Ave spot जाने के लिए worth है क्योंकि यह original store है।,1,['anecdotes/miscellaneous']
391,"मैं दो शुक्रवार पहले इस second floor पर walk-up के लिए stumble हो गया, जब अपने दो friends के साथ L.A. में था। serious sushi lovers होने के कारण हम sushi bar में action के लिए करीब बैठे।",1,['anecdotes/miscellaneous']
263,"Raga's एक प्रेमयुक्त, आरामदायक restaurant है।",1,['ambience']
2384,यहाँ के fried rice कमाल के है।,1,['food']
2962,"तीन courses - choices के साथ excellent mussels, puff pastry goat cheese और salad with a delicious dressing, और एक hanger steak au poivre भी include करता है जो इस world से अलग है।",1,['food']
3404,यह amazing indian food खाने के लिए एक perfect place है।,1,['food']
2599,Place बहुत शानदार और service भी prompt और curtious है।,2,"['service', 'ambience']"
648,I just wonder कि आप इतने little money में इतना स्वादिष्ट meal कैसे खा सकते हैं?,2,"['price', 'food']"
863,Food delicious था लेकिन यहाँ खाली stomach न आयें।,1,['food']
1623,Wine list बहुत शानदार है।,1,['food']
2177,इतना garantuan है कि आप इसे toaster में fit नहीं कर सकते हैं।,1,['food']
430,"मैं पहले Manhattan के कई Thai restaurants में गया हूँ, और Toons अब तक का सबसे अच्छा Thai food था (मेरी माँ के course को छोड़कर)।",1,['food']
1101,वे मुझे एक और glass of wine की पेशकश करने से पहले अपना glass finish नहीं करने देंगे।,1,['service']
1823,मैं Sophia pizza को अत्यधिक recommend करता हूँ।,1,['anecdotes/miscellaneous']
2783,यह great place लगातार lunch या dinner करने के लिए अबतक dine रहा है।,1,['anecdotes/miscellaneous']
2983,"अच्छा atmosphere, service बहुत शानदार थी और desert अच्छा था.",3,"['food', 'service', 'ambience']"
627,"वास्तव में, bar में  enjoy करने के बाद हम एक table पर बैठ गए और dinner किया।",1,['anecdotes/miscellaneous']
3219,"शानदार service, कमाल का food, और एक मजेदार atmosphere और environment.",3,"['food', 'service', 'ambience']"
2934,"Not what, जो मैं सुनना चाहता हूँ। ",1,['anecdotes/miscellaneous']
2787,Lasagnette appetizer को आज़माएँ।,1,['food']
825,"Pricey है, लेकिन कम से कम एक बार try करना worth है।",2,"['price', 'anecdotes/miscellaneous']"
197,"मैं वहाँ पर कुछ times रहा हूँ,और मैं usually कुछ pretty odd people के बगल में बैठता रहा हूँ।",1,['anecdotes/miscellaneous']
604,मुझे beer selection पसंद आया!,1,['food']
2911,"अच्छे food, अच्छे size का menu, अच्छी service और एक बेहतरीन setting.",3,"['food', 'service', 'ambience']"
3074,यहाँ एक romantic dinner के लिए जाइए लेकिन एक wow dining experience के लिए बिलकुल नहीं।,1,['anecdotes/miscellaneous']
1479,वापस जाने के लिए wait नहीं कर सकता।,1,['anecdotes/miscellaneous']
2925,Menu बहुत limited है- मुझे लगता है कि हमने 4 या 5 entrees को गिन लिया।,1,['food']
495,"यदि आप एक carnivore हैं,तो come hungry और आप पहले से अधिक satisfied होकर जाएँगे।",1,['anecdotes/miscellaneous']
3436,Menu limited है लेकिन लगभग सभी dishes उत्तम है।,1,['food']
3273,अपने sake martini को लेकर ज्यादा crazy नहीं हूँ।,1,['food']
1215,"अच्छे bagels, spreads और hang out के लिए एक अच्छी जगह है।",2,"['food', 'anecdotes/miscellaneous']"
183,"Service प्रतिदिन बदलती है, कभी वे very nice होती हैं, और कभी नहीं।",1,['service']
3207,हम हमेशा delicious meal खाते हैं और हमेशा satisfied feel करते हैं।,1,['food']
672,अपने chopsticks के साथ ingredients को dip करते हुए उन्हे सभी तरफ swirl करके खाएं।,1,['food']
2972,सबसे पहले अपने garden terrace को enjoy करने के लिए यहां आए।,1,['ambience']
1903,"मेरे husband बिलकुल ठीक थे, मेरे सबसे अच्छे और dry हैं।",1,['food']
2549,"मैंने सभी से कहा super friendly, helpful, और customer extra mile पाने के इच्छुक हैं।",1,['service']
1755,Pizza बहुत अच्छा और huge था।,1,['food']
2890,"जब भी मैं NYC में होता हूं, Sapphire एकमात्र Indian restaurant है जहां मैं जाता हूँ।",1,['anecdotes/miscellaneous']
2277,"मैंने जो cuisine इकट्ठा किया है, वो authentic Taiwanese है हालांकि मैं Taipei का आदि हो चुका हूं, जो इससे different है।",1,['food']
2308,मैं heartly recommend करता हूं।,1,['anecdotes/miscellaneous']
51,Heartland Brewery NYC में best places में से एक है जो new friends बनाने और old people को मिलाने के लिए है।,1,['anecdotes/miscellaneous']
598,"Atmosphere unheralded है, service impecible है, और food शानदार है।",3,"['food', 'service', 'ambience']"
2926,"हमने special, grilled branzino का order किया, वह bone पर ऐसे infused था कि खाना मुश्किल था।",1,['food']
3083,Wait staff friendly हैं और food भी better और better होता जा रहा है।,2,"['food', 'service']"
1388,"यह place, जो केवल few months old है शायद Queen का biggest secret है।",1,['anecdotes/miscellaneous']
1383,मैंने delivery के लिए भी order दिया और restaurant आधा order भूल गया।,1,['service']
892,हमारे server ने हमे पूरे meal के दौरान शायद दो बार check किया।,1,['service']
2936,मेरे left और right तरफ से आने वाली strong scents ने मेरी taste buds को नकारात्मक रूप से प्रभावित किया।,1,['anecdotes/miscellaneous']
3423,हमारे पास lobster sandwich था और यह FANTASTIC था।,1,['food']
154,somewhere कुछ खाकर आप happy हो सकते हैं।,1,['anecdotes/miscellaneous']
591,"यदि आपने एक bad review लिखा है, तो यह इसलिए है क्योंकि आप understand नहीं कर रहे हैं कि Rao's क्या है?",1,['anecdotes/miscellaneous']
2845,यह अब तक के BEST restaurants में एक था जिसमें अब तक मैं गया था।,1,['anecdotes/miscellaneous']
187,यह restaurant काफी decent हुआ करता था। ,1,['anecdotes/miscellaneous']
2033,"यदि आप wine और cheese और स्वादिष्ट french fare पसंद करते हैं, तो आप Artisanal पसंद करेंगे!",1,['food']
1402,मुझे Indian food बहुत पसंद है मैं खुद को इसका बड़ा expert मानता हूं।,1,['food']
439,कुछ baby pizzas अपना wish पाते हैं।,1,['food']
3360,अपनी खुद की creation बनाने के लिए बहुत सारे choices हैं।,1,['food']
2949,यह tiny था और मुझे लगा कि मैं किसी के living room में खा रहा हूँ।,1,['ambience']
2921,Food से प्रभावित नहीं।,1,['food']
1878,Wine selection (glass और bottle के साथ) शानदार है और मैं हमेशा उसके friends को reservation रखने को कहता हूँ अगर वो town में रहते हैं।,2,"['food', 'anecdotes/miscellaneous']"
1404,उनके पास शानदार prices में authentic Indian हैं।,2,"['food', 'price']"
645,आपको royality की तरह treat किया जाता है।,1,['service']
3288,"यह अच्छा और quiet है, small लेकिन 6 (और अधिक). के लिए enough है।",1,['ambience']
1819,Ambiance- आरामदायक और स्टाइलिश।,1,['ambience']
2385,मैं यहां एक child की तरह आ रहा हूं और always taste के लिए वापस आता हूं।,1,['food']
2469,"एक glass of Leaping Lizard, एक glass of prosecco, और mussels में सब खुश थे।",1,['food']
567,"Food average था और creme brulee awful था - sugar charred था, caramelized नहीं किया गया था और kerosene की गंध थी।",1,['food']
2069,मैं जानती हूँ क्योंकि मैं nearby में रहती हूँ।,1,['anecdotes/miscellaneous']
1599,यहां का pizza delicious है।,1,['food']
2860,मेरी पूरी family horrified थी।,1,['anecdotes/miscellaneous']
1092,Monthly basis पर मैं और मेरे friends लड़कियों के साथ night out करते हैं।,1,['anecdotes/miscellaneous']
2548,"Pizza and garlic knots भी बहुत अच्छा हैं, मैं इसे काफी बार order करता हूं और delivery हमेशा super quick होती है!",2,"['food', 'service']"
759,"पास के great chinese food के लिए, आपके पास Wu Liang Ye और Grand Sichuan सिर्फ एक block दूर है।",1,['food']
3175,लेकिन कौन कहता है कि Murray's भी service में कुछ हैं।,1,['service']
2717,मैं Red Eye में पहले कभी भी इतना disappoint नहीं हुआ।,1,['anecdotes/miscellaneous']
1352,Chef को सलाम।,1,['food']
1543,यह एक back room में किया जाना चाहिए था - customers से दूर।,1,['anecdotes/miscellaneous']
3213,खुशी है कि आपके पास paying customers को  बाहर throw करने की luxury है।,1,['anecdotes/miscellaneous']
1743,"Pizza स्वादिष्ट है- वे सस्ते, जमे, कटे हुए cheese के बजाय fresh mozzarella का use करते हैं जो most pizzaria's में common है। ",1,['food']
1321,"यह relax करने के लिए एक उत्तम place है और food, New York city के सबसे अच्छे places में से एक है।",2,"['food', 'ambience']"
2907,"Service friendly है, और इसमें कभी भी अंदर आने में और getting a table में कोई problem नहीं होती।",1,['service']
1890,Atmosphere crowded था लेकिन यह एक great bistro-type vibe था।,1,['ambience']
3130,Food बहुत ज्यादा oily था।,1,['food']
3285,But they do.,1,['anecdotes/miscellaneous']
709,"हालांकि क्या अच्छा है, कि prices बहुत affordable है और साथ ही, और food really good है।",2,"['food', 'price']"
268,यह मेरे favorite restaurants में से एक है और यह miss नहीं हो सकता है।,1,['anecdotes/miscellaneous']
458,अच्छी Family के लिए पारंपरिक restaurant.,1,['anecdotes/miscellaneous']
1624,केवल service एक चीज जो food से ज्यादा wonderful (जो exceptional) है।,2,"['food', 'service']"
3209,मैं इस restaurant में फिर कभी visit नहीं करूंगा।,1,['anecdotes/miscellaneous']
1907,Waitress ने glasses of wine को suggest किया जो food के साथ बहुत अच्छा चला।  ,2,"['food', 'service']"
1557,"या sister, मेरे case में!",1,['anecdotes/miscellaneous']
3408,मैंने कई अलग-अलग Indian restaurants में खाया है।,1,['anecdotes/miscellaneous']
1535,"जब आप अपना order देते हैं तो वे counter पर सभी business कर सकते हैं, लेकिन उनका food कहता है कि I love you।",2,"['food', 'service']"
2636,मेरी girlfiends और मैं last night फिर से O.G. में खाया।,1,['anecdotes/miscellaneous']
1179,"I wish उनका एक मेरे office के पास होता, तो मैं रोज जाता।",1,['anecdotes/miscellaneous']
1976,Finally!,1,['anecdotes/miscellaneous']
1319,"हालांकि, सबसे अधिक annoying thing यह है कि servers revenue को trained करने के लिए होते हैं।",1,['service']
1175,"अपना food प्राप्त करने के लिए जाएँ, एक bench ढूंढें, और plate of dumplings के साथ kick back करें।",1,['anecdotes/miscellaneous']
1115,"कृपया Filet Mignon को आज़माएं, यह अभी तक का सबसे tender piece है।",1,['food']
3396,"हमारे पास सब कुछ pretty good था, लेकिन हम केवल एक बार वहां गए हैं।",1,['food']
1838,मैं अत्यधिक recommend करूंगा।,1,['anecdotes/miscellaneous']
176,यह place great है।,1,['anecdotes/miscellaneous']
2138,"Theater district बहुत से poor experiences के साथ, एक truely excellent find है!",1,['anecdotes/miscellaneous']
1472,यह Brooklyn में सबसे अधिक overrated restaurants में से एक है।,1,['anecdotes/miscellaneous']
1674,"पिछली night 2 year anniversery के लिए वहाँ गया, और सभी उतने impressed नहीं थे।",1,['anecdotes/miscellaneous']
1330,बल्कि यह pathetic है कि हमें बैठने के लिए an hour से अधिक time लगा।,1,['service']
763,"हमें तुरंत बैठाया गया क्योंकि हमारे पास reservations था, हालांकि after that service slow थी।",1,['service']
332,पहले मैं slightly skeptical में था क्योंकि यह NYC के middle में एक sushi restaurant था।,1,['anecdotes/miscellaneous']
754,"यह वास्तव में service, अच्छा है और waiters friendly हैं।",1,['service']
999,"यह small street से दूर set किया गया है यह on है, और यहाँ कोई traffic noise नहीं है।",1,['ambience']
2503,"यह place family के लिए भी popular है, इसलिए यदि आप छोटे बच्चों के wild animals की तरह loose running से bothered हो, तो इसे avoide करने के लिए late night तक आओ।",1,['ambience']
1310,मैं इसे short रखूँगा।,1,['anecdotes/miscellaneous']
940,मुझे ऐसा लगा कि मैं Paris में खा रहा हूँ।,1,['ambience']
247,मेरे life के अधिकांश समय Shanghai में रहा और वहां का प्रमुख Green Bo restaurant का food मेरे लिए comparable था।,2,"['anecdotes/miscellaneous', 'food']"
2823,"मैं Cafe St. Bart's को उनके food, ambience और कमाल के service के लिए अत्यधिक recommend करता हूं।",3,"['food', 'service', 'ambience']"
3628,जबकि यह एक special trip योग्य नहीं है।,1,['anecdotes/miscellaneous']
1891,"Food वास्तव में अच्छा था, मेरे पास onion soup था और यह अब तक का best था।",1,['food']
2980,मैं picky नहीं हूँ लेकिन यह actually gross था।,1,['food']
3451,"कुल मिलाकर, एक solid restaurant और कम से कम $ 40pp (wine सहित), एक solid deal भी।",2,"['anecdotes/miscellaneous', 'price']"
96,मुझे लगता है कि यह absolutely brilliant और अच्छी तरह से संचालित business operation है।,1,['anecdotes/miscellaneous']
1138,मैं केवल एक चीज उनका moderately enjoy किया था जो Grilled Chicken special with Edamame Puree. ,1,['food']
1461,यह उतना अच्छा है जितना neighborhood restaurants होता है।,1,['anecdotes/miscellaneous']
241,Manhattan Chinatown में U S का सबसे ज्यादा authentic Shanghainese restaurants है।,1,['anecdotes/miscellaneous']
1581,"हम every time जब भी हम city में होंगे, back जाएंगे।",1,['anecdotes/miscellaneous']
1815,हम pink pony पसंद करते हैं।,1,['anecdotes/miscellaneous']
1746,इसलिए fast खाएं और खूब order करें।,1,['anecdotes/miscellaneous']
2124,Staff बहुत मिलनसार है।,1,['service']
2919,मुझे previous reviewer से agree होना है।,1,['anecdotes/miscellaneous']
3082,"यदि आप first opened होने पर वहां थे, तो इस restaurent को second chance दें।",1,['anecdotes/miscellaneous']
2803,"अगर आपको Sakagura पसंद है,लेकिन आपको feel होता है कि यह too much है, तो आप बेहतर है कि Yokocho का उपयोग करें।",1,['anecdotes/miscellaneous']
1133,यहाँ dinner करके स्वयं को एक favor करें और अगर आप मुझसे agree नहीं है,1,['anecdotes/miscellaneous']
3204,एक अच्छे occasion या date के लिए great spot है।,1,['anecdotes/miscellaneous']
2434,यह some roti rolls को आज़माने के लिए एक amazing place है।,1,['food']
459,Fresh ingredients और सबकुछ order करने को बना है।,1,['food']
225,कुछ pricey लेकिन heck.,1,['price']
2424,"यह true है, यह place cheap नहीं है।",1,['price']
494,"Hot dogs को भी try करें, वे snappy और शानदार हैं।",1,['food']
2307,Personal pans उन hungry nights के लिए सही size है।,1,['food']
3255,सबसे earlier आदमी जो restaurent पर comment कर रहा था जो menu के साथ उतना positive way में उतना experimenting नहीं दिखा। ,1,['anecdotes/miscellaneous']
2615,एक lovely trip के लिए Bloom's का धन्यवाद।,1,['anecdotes/miscellaneous']
2482,मुख्य रूप से chicken tikka और naan और dals पसंद आया। ,1,['food']
791,Waiters attentive नहीं थे बजाय उनके जिनका bill उनके खाना खत्म होने से पहले ही table पर ही turned ना हो जाए।,1,['service']
998,यहाँ restaurant Hudson नदी और Statue of Liberty के सुंदर हरे lawns में दिखायी देता है।,1,['ambience']
2872,"मेरी पत्नी और मैं हमेशा young को enjoy करते हैं, हमेशा अच्छी तरह से trained नहीं, लेकिन फिर भी friendly, staff, जिनमें से सभी जिनकी story है।",1,['service']
3281,हम अक्सर अच्छा restaurants पसंद करते हैं और अक्सर बाहर खाते है लेकिन Kai से expensive पाने का एक तरीका है।,1,['price']
2213,कितना great place है।,1,['anecdotes/miscellaneous']
3578,"जो लोग great food और great service चाहते हैं, उनके लिए Roxy एक AVOID करने का place है!",2,"['food', 'service']"
572,मैंने best ravioli खाया था।,1,['food']
2392,"Spice एक great Thai food है, inexpensive appetizers को पसंद करते है।",2,"['food', 'price']"
1791,"अन्य सभी review को पढ़ें, वे इसको confirm करेंगे।",1,['anecdotes/miscellaneous']
1044,जब उन्होंने last time मुझे overcharged किया था तब भी मैं वहाँ था।,1,['service']
925,service चौकस थी।,1,['service']
1828,"वह न केवल अपना homemade mozzarella बनाता है, बल्कि हर pie अल्ट्रा फ्रेश रहता है।",1,['food']
994,Prices बहुत अच्छे हैं।,1,['price']
3075,शानदार place.,1,['anecdotes/miscellaneous']
3128,वे weekends पर 3 या अधिक के parties में बैठने से इनकार करते हैं।,1,['service']
2900,"Beverages शानदार थे, और dessert अच्छी थी।",1,['food']
3122,Hostess और waitress अविश्वसनीय रूप से rude थे और और हमें rush out करने के लिए वे सब कुछ कर सकते थे।,1,['service']
719,"अगली बार, हम कुछ simple Asian appetizers और drinks के अलावा कुछ और order करने का dare नहीं करेंगे।",1,['food']
1652,"Otherwise, इस place में शानदार service और prices हैं और एक अच्छा friendly atmosphere है।",3,"['service', 'ambience', 'price']"
778,A ++ attitude के साथ-साथ service अच्छे से शानदार थी।,1,['service']
3694,Black white shakes भी अच्छे निकले।,1,['food']
2721,यह simply सबसे अच्छा meal NYC में है।,1,['anecdotes/miscellaneous']
2840,"Terrible, terrible management - बंद होना ही deserve करता है।",1,['service']
1034,"बहुत अच्छा friendly service, तेज़ seating, तेज़ Delivery, शानदार sushi.",2,"['food', 'service']"
511,"Moules उत्कृष्ट थे, lobster ravioli बहुत नमकीन थी!",1,['food']
1203,मैं surprised होने की उम्मीद में इस restaurant में आया था लेकिन bore और overcharge होकर निकला।,2,"['anecdotes/miscellaneous', 'price']"
3693,"नहीं तो, late night eats के लिए यह अच्छा stuff है।",1,['food']
1103,"Dinner ठीक था, मुझे फिर से कुछ नहीं करना था।",1,['food']
1732,यह thick और थोड़ा soggy है।,1,['food']
1059,"Delicious bagels, खासकर जब ओवन से तुरंत बाहर आया हो।",1,['food']
2347,मैं हमेशा से अंदर जाने के इंतजार के इच्छुक spot tone से गुजर चुका हूँ।,1,['anecdotes/miscellaneous']
3067,सभी food गर्म और tasty थे।,1,['food']
447,Pizza बाहर खाने के लिए यह एक great place है लेकिन take-out pizza के लिए अच्छा place नहीं है।,1,['food']
1331,अगर आप इसे रखने नहीं जा रहे हैं तो why make a reservation?,1,['service']
2497,"साथ ही, Pad Thai यहाँ पर excellent है।",1,['food']
2705,बाहर की तरफ से big और gawky.,1,['ambience']
2446,Soho में यह सबसे अच्छी बात है।,1,['anecdotes/miscellaneous']
3429,कल night यहाँ गया और एक pleasent experiance हुआ।,1,['anecdotes/miscellaneous']
3637,"हमने Nina के block में park किया, people के साथ obviously अपना pizzas enjoy करने के लिए place अच्छा दिखता था।",2,"['anecdotes/miscellaneous', 'food']"
201,"खैर, food अच्छा है, price सही है और उनके पास एक अच्छी wine list है।",2,"['food', 'price']"
2335,उनके dine के लिए prices अधिक हैं और उनका chicken tikka masala काफी अच्छा है।,2,"['food', 'price']"
1105,मैं years से इस जाने-पहचाने spot पर आ रहा हूं।,1,['anecdotes/miscellaneous']
2609,Overall मैं इसको recommend करूंगा और फिर से back जाऊंगा।,1,['anecdotes/miscellaneous']
776,Food बहुत अच्छा था।,1,['food']
272,आप उनकी अच्छी priced वाली wine list में excellent beers on tap के साथ food को pair करें।,2,"['food', 'price']"
461,Staff friendly है जो वास्तव में आपको अपने meal और साथ ही उस company को enjoy करने देता है।,1,['service']
2830,"जब भी मैं अपने office में चारों ओर noise और congestion से stress महसूस करता हूं, तो मैं Cafe St. Bart को निकल पड़ता हूँ।",1,['anecdotes/miscellaneous']
1356,लगता है कि 555Soul ads ने उनके बड़े से modeling career को launch नहीं किया।,1,['anecdotes/miscellaneous']
539,Restaurant भले ही small है लेकिन हम lucky थे कि एक table quickly मिल गया।,2,"['service', 'ambience']"
2152,Bagels शानदार हैं।,1,['food']
2018,मैं अपने fondue appetizer के बाद pretty much full था।,2,"['food', 'anecdotes/miscellaneous']"
3551,Extra spice के लिए request करने से पहले थोड़ा CAREFUL रहिए।,1,['food']
3178,हमे लगा कि यह place foods में बहुत ज्यादा MSG cooking use कर रहा है।,1,['food']
586,मैं पिछले Wed को Rao's में था।,1,['anecdotes/miscellaneous']
2211,और Tom Kha soup बहुत दयनीय था।,1,['food']
2317,मैंने एक Bombay beer के साथ शुरुआत की जो दो के लिए big enough थी।,1,['food']
370,Kalbi और nebbiolo साथ work करते हैं।,1,['food']
599,"मैंने अब तक का best Italian food खाया (और being Italian, इसके बहुत मायने है)।",1,['food']
803,मैं अपने सभी friends को Scopa के wonderful Italian food के लिए उस place पर जाने की सलाह दूंगा।,1,['food']
1750,Magnificent block के अंत में located है।,1,['ambience']
737,"यह restaurant कम से कम कहने के लिए time, effort या money के लिए worth नहीं है।",2,"['price', 'anecdotes/miscellaneous']"
269,आपके friends आपको इस gem से introduce कराने के लिए thank you कहेंगे!,1,['anecdotes/miscellaneous']
3169,आपके average bagel place से थोड़ा अधिक expensive भी है।,1,['price']
1199,Sauces का भी use उतना exciting नहीं है।,1,['food']
2444,यह secret है कि lunch menu जो हर entree ordere के साथ एक complimentary appetizer offer करता है।,1,['food']
340,Rice poor quality का था और इतना badly cooked था कि वह hard हो गया था।,1,['food']
1118,"यदि आप Roth's जाते हैं तो Mike से served लेने की कोशिश करें, तो वह great है !!",1,['service']
2484,"एक month पहले की visit के आधार पर, मैं Christmas के एक week पहले वापस आया और बेहद disappoint था।",1,['anecdotes/miscellaneous']
2654,मैंने crab cocktail का order दिया और यह एक lime juice concoction में भिगोया गया था जहां आप सभी lime का taste ले सकते थे।,1,['food']
550,"हम इस place पर many times आए हैं, और हमेशा शानदार food, wine और service पाये हैं।",2,"['food', 'service']"
1995,"Alain Ducasse सब कुछ के लिए best है, मेरा मतलब है कि सब कुछ excelent था।",1,['anecdotes/miscellaneous']
2316,"एक typical pizza joint नहीं, बल्कि low key के लिए nice और night के dinner के लिए fairly सस्ता और अच्छा है।",2,"['price', 'food']"
486,Corned beef नाजुक था और मेरे mouth में melt हो जाता था।,1,['food']
3469,"मेरे पास best Chicken pad tai, जो मैंने कभी लिया है।",1,['food']
3574,हम कुल मिलाकर an hour से अधिक time तक अपनी table पर नहीं थे।,1,['anecdotes/miscellaneous']
2584,Since मैंने इसे discover किया है यह हमेशा मेरी first choice रही है।,1,['anecdotes/miscellaneous']
3643,"हमेशा से nice crowd, लेकिन कभी loud नहीं",1,['ambience']
40,"मेरे turkey burger को बिल्कुल नहीं पकाया गया था, मेरे friends का salmon पूरी तरह से raw था।",1,['food']
3111,"Service spotty है, कभी-कभी really friendly और कभी-कभी barely ही।",1,['service']
1340,Decor minimalist और clean है - distract  करने या commend करने के लिए कुछ भी नहीं।,1,['ambience']
1111,"उसके drinks बहुत inventive, स्वादिष्ट और classy हैं।",1,['food']
3259,यह आपका corner नहीं है Chinese food ले जाइए।,1,['anecdotes/miscellaneous']
2495,"हालांकि, यह place Joya और Thai की तुलना में बहुत कम pretension है और Thai food अभी भी above-average है।",2,"['food', 'ambience']"
3040,"Regular menu से order के लिए try करें, फिर आपको regret नहीं होगा!",1,['food']
3454,"हमने lox और mussels के साथ शुरुआत की (अब तक का जो हमने best खाया), और dinner में cod और trout खाया था।",1,['food']
3127,यह place incredibly छोटा है।,1,['ambience']
1236,Problem just इतना है कि यह एक type का affair है।,1,['anecdotes/miscellaneous']
3710,Price एक Jersey से अधिक नहीं है लेकिन better है।,1,['price']
663,Fried rice वास्तव में बहुत good है।,1,['food']
1532,मेरे dining experience को uncomfortable बना दिया।,1,['anecdotes/miscellaneous']
222,हम internet पर पहले के comments को देखकर इस restaurant में गए।,1,['anecdotes/miscellaneous']
3147,मैं इस restaurant से बहुत disappoint था।,1,['anecdotes/miscellaneous']
2187,Drinks हमेशा अच्छा बना है और wine selection काफी priced है।,2,"['food', 'price']"
3639,हमने एक house salad भी share किया था जो fresh था।,1,['food']
221,मैं और मेरी wife NYC में अपना 30th anniversary मना रहे थे।,1,['anecdotes/miscellaneous']
2913,मैं glad हूँ कि मुझे इस place पर introduced किया गया था और जो NY में एक rare gem है।,1,['anecdotes/miscellaneous']
616,मैंने इसे highly recommend किया।,1,['anecdotes/miscellaneous']
3611,"ओह, और strollers के साथ families के लिए यह बहुत tiny है।",1,['ambience']
1580,Staff सबसे friendliest था जो New York में देखा गया है।,1,['service']
2924,"हमारे lemon salad के exception के साथ, जिस पर इतना pepper था कि हमारे eyes से water निकलने लगा, यहाँ का food decent था, पर great नहीं।",1,['food']
2414,"Pad thai, lad nar और अन्य विभिन्न सभी dishes paper पर अच्छे लगते हैं लेकिन, मैंने कम asthetically pleasing places पर बेहतर thai food खाया है।",1,['food']
3321,एकमात्र problem यह है कि manager बिलकुल एक incompetent है।,1,['service']
699,Wine list मज़ेदार है और इसमें कई good values हैं।,1,['food']
3173,Murray इसे नहीं करेंगे।,1,['service']
1370,मैं अभी भी mad हूँ कि मुझे lousy food के लिए pay करना पड़ा।,1,['food']
3340,यह restaurant हमारा हमेशा केThursday night का dinner location हुआ करता था।,1,['anecdotes/miscellaneous']
3334,"यदि आपके abroad से अच्छे Indian restaurant food आदि हैं, तो अवश्य जाएं।",1,['food']
2278,"Menu choices similar हैं, लेकिन दिखते हुए taste की तुलना में flavor की कमी अधिक थी।",1,['food']
1324,सभी Dosa lovers के लिए आवश्यक।,1,['food']
1477,"Portions बहुत HUGE हैं, इसलिए two people के लिए तीन things में बांटकर (एक appetizer और entree per person के लिए) order करना अच्छा हो सकता है।",1,['food']
2765,यह quaint और romantic trattoria मेरे Manhattan restaurant की list में सबसे ऊपर पर है।,1,['anecdotes/miscellaneous']
1069,Cream cheeses इस world से अलग है और मैं वह coffee पसंद करता हूँ!!,1,['food']
3118,Entrees से drinks sides तक सब कुछ creatively बनाया गया था फिर भी simple है।,1,['food']
3665,"Chance एक छोटा cozy restaurant है, जिसमें romantic feel है, decor बहुत शानदार है।",1,['ambience']
1128,"यह nice और fresh था, लेकिन मैं इसे authentic thai होने के नाते high scores नहीं दे सकता।",1,['food']
3434,"Oh, और मुफ्त pudding dessert मात्र ही पर्याप्त- yummy थी!",1,['food']
626,हम village में walk कर रहे थे और कुछ drinks के लिए इस place पर गए।,1,['anecdotes/miscellaneous']
1706,Friends के group के साथ जाएं और आप एक great time बिताएँगे।,1,['anecdotes/miscellaneous']
3661,हम Wednesday की night को चले और promptly seated रहे।,1,['service']
2727,ओह हाँ कभी west side हो तो वहाँ के sister resturant Arties Cafe को आज़माओ।,1,['anecdotes/miscellaneous']
205,"सभी waitstaff बहुत busy हैं, यह outstanding service नहीं है, लेकिन मुझे कभी भी इतना rudely deal नहीं किया गया है।",1,['service']
655,मैं Japan में 7 years से रह रहा हूं और food का taste और restaurant का feel Japan में being back होने जैसा है।,2,"['food', 'ambience']"
2092,Not worth it.,1,['anecdotes/miscellaneous']
132,"उनके पास ये सभी है - शानदार price, food, और service.",3,"['food', 'service', 'price']"
978,Food years से consistantly बन रहा है और यह आपको कभी निराश नहीं करेगा।,1,['food']
1029,मैंने sashimi plate की भिन्नता को satisfying - ताज़ा और yummy पाया।,1,['food']
3034,"अपना time, या money waste मत करो !!",1,['anecdotes/miscellaneous']
1114,"आपके enter के moment से आपके walk out के moment तक, मित्रवत और सहायक staff बस शानदार थे।",1,['service']
233,Service अच्छी थी और food wonderful है।,2,"['food', 'service']"
3276,उसे excellent service और advice के लिए 10 मिले।,1,['service']
3256,और इसका comparison Chinatown restaurants से करना fair नहीं है।,1,['anecdotes/miscellaneous']
801,हर course अगले से better था।,1,['food']
3431,"Cheap नहीं, पर इतना expensive भी नहीं।",1,['price']
